Code,List,Price,Сходство продукта 1,продукта description 1,Бренд продукта 1,Рейтинг продукта 1,ID продукта 1,Цена продукта 1,Валюта цены продукта 1,URL изображения продукта 1,Сходство продукта 2,продукта description 2,Бренд продукта 2,Рейтинг продукта 2,ID продукта 2,Цена продукта 2,Валюта цены продукта 2,URL изображения продукта 2,Сходство продукта 3,продукта description 3,Бренд продукта 3,Рейтинг продукта 3,ID продукта 3,Цена продукта 3,Валюта цены продукта 3,URL изображения продукта 3
1259627750,Маска для лица Tenzero Royal Jelly Sheet mask с экстрактом маточного молочка 25мл,99,2.4691358024691357,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask,2.4691358024691357,N/A,Tenzero,4,19000158923,49,RUB,https://goldapple.ru/19000158923-solution-moisturizing-collagen-sheet-mask,2.4691358024691357,N/A,Tenzero,N/A,19000158907,49,RUB,https://goldapple.ru/19000158907-solution-nourishing-avocado-sheet-mask
1259627637,Маска для лица Tenzero Green Tea Sheet mask с экстрактом зеленого чая 25мл,99,2.7027027027027026,N/A,Tenzero,5,19000158916,39,RUB,https://goldapple.ru/19000158916-green-tea-sheet-mask,2.7027027027027026,N/A,Tenzero,N/A,19000290812,79,RUB,https://goldapple.ru/19000290812-green-tangerine,2.7027027027027026,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask
1259627592,Маска для лица Tenzero Vitamin Sheet Mask с витаминами 25мл,99,3.389830508474576,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask,3.389830508474576,N/A,Tenzero,4,19000158923,49,RUB,https://goldapple.ru/19000158923-solution-moisturizing-collagen-sheet-mask,3.389830508474576,N/A,Tenzero,N/A,19000158907,49,RUB,https://goldapple.ru/19000158907-solution-nourishing-avocado-sheet-mask
1259627714,Разглаживающая маска для лица Grace Day Multi-Vitamin Grape Fruit с экстрактом грейпфрута 27мл,87,2.127659574468085,N/A,Grace Day,5,19000063048,15,RUB,https://goldapple.ru/19000063048-multi-vitamin-strawberry-mask-pack,2.127659574468085,N/A,Grace Day,4.6,19000063046,15,RUB,https://goldapple.ru/19000063046-multi-vitamin-mango-mask-pack,2.127659574468085,N/A,Grace Day,4.8,19000063044,15,RUB,https://goldapple.ru/19000063044-multi-vitamin-grape-fruit-mask-pack
1259627725,Выравнивающая маска для лица Grace Day Multi-Vitamin Orange с экстрактом апельсина 27мл,87,2.2988505747126435,N/A,Grace Day,5,19000063048,15,RUB,https://goldapple.ru/19000063048-multi-vitamin-strawberry-mask-pack,2.2988505747126435,N/A,Grace Day,4.6,19000063046,15,RUB,https://goldapple.ru/19000063046-multi-vitamin-mango-mask-pack,2.2988505747126435,N/A,Grace Day,4.8,19000063044,15,RUB,https://goldapple.ru/19000063044-multi-vitamin-grape-fruit-mask-pack
1259627720,Маска для лица Tenzero Solution Clearing Tea Tree Sheet mask с экстрактом чайного дерева 25мл,109,2.1505376344086025,N/A,Tenzero,5,19000158916,39,RUB,https://goldapple.ru/19000158916-green-tea-sheet-mask,2.1505376344086025,N/A,Tenzero,4.8,19000158922,49,RUB,https://goldapple.ru/19000158922-solution-calming-cica-sheet-mask,2.1505376344086025,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask
1259627760,Маска для лица Consly Pore Tightening Lychee с экстрактом личи 20мл,74,1.4925373134328357,N/A,CONSLY,4.1,19760310833,60,RUB,https://goldapple.ru/19760310833-lychee-pore-tightening-mask-pack,,,,,,,,,,,,,,,,
1259627652,Маска для лица Tenzero Hyaluronic Acid Sheet mask с гиалуроновой кислотой 25мл,99,2.564102564102564,N/A,Tenzero,4,19000158923,49,RUB,https://goldapple.ru/19000158923-solution-moisturizing-collagen-sheet-mask,2.564102564102564,N/A,Tenzero,N/A,19000158907,49,RUB,https://goldapple.ru/19000158907-solution-nourishing-avocado-sheet-mask,2.564102564102564,N/A,Tenzero,N/A,19000158917,39,RUB,https://goldapple.ru/19000158917-hyaluronic-acid-sheet-mask
1259627733,Маска для лица Tenzero Aloe Sheet mask с экстрактом алоэ 25мл,99,3.278688524590164,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask,3.278688524590164,N/A,Tenzero,4,19000158923,49,RUB,https://goldapple.ru/19000158923-solution-moisturizing-collagen-sheet-mask,3.278688524590164,N/A,Tenzero,N/A,19000158907,49,RUB,https://goldapple.ru/19000158907-solution-nourishing-avocado-sheet-mask
1259627712,Маска для лица Tenzero Solution Calming Cica Sheet mask с экстрактом центеллы 25мл,109,2.4390243902439024,N/A,Tenzero,4.8,19000158922,49,RUB,https://goldapple.ru/19000158922-solution-calming-cica-sheet-mask,2.4390243902439024,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask,2.4390243902439024,N/A,Tenzero,4,19000158923,49,RUB,https://goldapple.ru/19000158923-solution-moisturizing-collagen-sheet-mask
1259627721,"Крем для рук и тела Sella "" увлажнение "" с оливковым маслом 250мл",219,1.5384615384615385,N/A,NIVEA,4.8,6050400001,243,RUB,https://goldapple.ru/6050400001-soft,1.5384615384615385,N/A,Dalan,4.3,19000192834,396,RUB,https://goldapple.ru/19000192834-s-maslom-si-i-olivy,1.5384615384615385,N/A,EDEN,5,19000111104,210,RUB,https://goldapple.ru/19000111104-s-olivkovym-kokosovym-maslom-ekstraktami-abloka-i-imbira
1259627774,"Био маска - детокс для лица Natura Siberica Doctor Taiga "" Pores Detox "" для глубокого очищения пор 100мл",199,1.9047619047619049,N/A,Natura Siberica,4.3,19000179138,184,RUB,https://goldapple.ru/19000179138-lab-biome,1.9047619047619049,N/A,Natura Siberica,4.6,19760324105,206,RUB,https://goldapple.ru/19760324105-d-tox-super-detoks,1.9047619047619049,N/A,Natura Siberica,3.7,19000051752,233,RUB,https://goldapple.ru/19000051752-doctor-taiga-pore-refiner
1259627752,"Пена для бритья Majix "" Sensitive "" 200мл",288,2.4390243902439024,N/A,Arko,N/A,1480100009,189,RUB,https://goldapple.ru/1480100009-sensitive,2.4390243902439024,N/A,Arko,N/A,1480100007,178,RUB,https://goldapple.ru/1480100007-shaving-foam-cool,2.4390243902439024,N/A,Gillette,N/A,1490200003,283,RUB,https://goldapple.ru/1490200003-sensitive-skin
1259627808,"Пена для бритья Majix "" Cool "" 200мл",288,2.7777777777777777,N/A,Arko,N/A,1480100007,178,RUB,https://goldapple.ru/1480100007-shaving-foam-cool,2.7777777777777777,N/A,Arko,N/A,1483900008,254,RUB,https://goldapple.ru/1483900008-shaving-gel-cool,2.7777777777777777,N/A,NIVEA,N/A,1050800061,281,RUB,https://goldapple.ru/1050800061-dlja-chuvstvitel-noj-kozhi
1259627783,"Мужские сменные кассеты для бритья TopTech Razor 3 , 4шт",479,1.7857142857142856,N/A,TOPTECH,N/A,19000233549,1149,RUB,https://goldapple.ru/19000233549,1.7857142857142856,N/A,TOPTECH,N/A,19000048625,409,RUB,https://goldapple.ru/19000048625-razor-3,,,,,,,,
1259627701,Консилер для лица Lavelle 01 6 цветов,445,2.7027027027027026,N/A,PuroBio Cosmetics,N/A,19000145709,975,RUB,https://goldapple.ru/19000145709-sublime,2.7027027027027026,N/A,Thim,N/A,19000245405,1807,RUB,https://goldapple.ru/19000245405-skin-cover-concealer-duo,2.7027027027027026,N/A,VIVIENNE SABO,N/A,19000005910,592,RUB,https://goldapple.ru/19000005910-correcteur-eclaircissant-lumineux-aurora
1259627722,Пакеты для мусора Big City Life особопрочные 240л 5шт,289,0,N/A,Nevidanas Home,N/A,19000285137,550,RUB,https://goldapple.ru/19000285137-bag-clips,0,N/A,Perfect House,N/A,19000126379,245,RUB,https://goldapple.ru/19000126379-two-layers-strong,0,N/A,Perfect House,N/A,19000126384,183,RUB,https://goldapple.ru/19000126384-two-layers-s-zavazkami
1259628221,"Лак для укладки волос Valori "" Каменные джунгли "" Мегафиксация (5) 250мл",770,1.3888888888888888,N/A,MONE PROFESSIONAL,N/A,19000216785,1791,RUB,https://goldapple.ru/19000216785-modeling-shine-hairspray,1.3888888888888888,N/A,Lisap Milano,N/A,19000093616,1228,RUB,https://goldapple.ru/19000093616-lisynet-one-extra-strong-hold,1.3888888888888888,N/A,СЬЁСС,N/A,1637600001,483,RUB,https://goldapple.ru/1637600001-max-hold
1259628214,"Лак для волос Stylexx "" Блеск и шелковистость "" 5 экстрасильная фиксация 250мл",569,0,N/A,MONE PROFESSIONAL,N/A,19000216785,1791,RUB,https://goldapple.ru/19000216785-modeling-shine-hairspray,0,N/A,Keune,N/A,19000196645,2390,RUB,https://goldapple.ru/19000196645-style-soft-set-spray,0,N/A,Lisap Milano,N/A,19000093616,1228,RUB,https://goldapple.ru/19000093616-lisynet-one-extra-strong-hold
1259628222,"Лак для укладки волос Valori "" Воздушное настроение "" Мегафиксация (5) 250мл",770,1.3157894736842104,N/A,MONE PROFESSIONAL,N/A,19000216785,1791,RUB,https://goldapple.ru/19000216785-modeling-shine-hairspray,1.3157894736842104,N/A,Davines,N/A,19000285703,3800,RUB,https://goldapple.ru/19000285703-more-inside,1.3157894736842104,N/A,EPICA Professional,N/A,19000009446,760,RUB,https://goldapple.ru/19000009446-volume-booster
1259628435,"Мужской шампунь для волос Carelax Energy "" укрепление и сила "" 365мл",423,1.4705882352941175,N/A,ECOLATIER,4.5,19000147808,265,RUB,https://goldapple.ru/19000147808-men-sila-i-ukreplenie,1.4705882352941175,N/A,Exxe,5,19000092783,183,RUB,https://goldapple.ru/19000092783-carbon-hit,,,,,,,,
1259628567,Восковые полоски Daen EcoDepil для депиляции тела 16шт,366,1.8518518518518516,N/A,Floresan,N/A,19000120627,111,RUB,https://goldapple.ru/19000120627-for-depilation-of-sensitive-skin,1.8518518518518516,N/A,BIO COSMETOLOG PROFESSIONAL,N/A,19000077511,138,RUB,https://goldapple.ru/19000077511-bio-cosmetolog-professional,1.8518518518518516,N/A,BIO COSMETOLOG PROFESSIONAL,N/A,19000077560,182,RUB,https://goldapple.ru/19000077560-bio-cosmetolog-professional
1259628440,Женские колготки Atto Ideal Body Hips 40den Nero 2 размер,955,1.7543859649122806,N/A,INNAMORE,N/A,19000243895,394,RUB,https://goldapple.ru/19000243895-wonder-body-nero-40-den,1.7543859649122806,N/A,INCANTO,N/A,19000002565,765,RUB,https://goldapple.ru/19000002565-body-shaper-nero,1.7543859649122806,N/A,INCANTO,N/A,27030700007,346,RUB,https://goldapple.ru/27030700007-active-body-nero
1259628580,Крем для кожи вокруг глаз Delicare 46+ 15мл,442,2.3255813953488373,N/A,Levrana,N/A,30013100028,398,RUB,https://goldapple.ru/30013100028-cornflower,2.3255813953488373,N/A,SVR,N/A,19000035576,2183,RUB,https://goldapple.ru/19000035576-densitium,2.3255813953488373,N/A,La Roche-Posay,N/A,89320600004,2447,RUB,https://goldapple.ru/89320600004-redermic-r-yeux
1259628757,"Лосьон после бритья Foammen "" освежающий "" 100мл",732,2.083333333333333,N/A,NIVEA,N/A,1050800068,432,RUB,https://goldapple.ru/1050800068-zaschita-i-uhod,2.083333333333333,N/A,NIVEA,N/A,1051400002,412,RUB,https://goldapple.ru/1051400002-ultra,2.083333333333333,N/A,NIVEA,N/A,1050800010,412,RUB,https://goldapple.ru/1050800010-dlja-chuvstvitel-noj-kozhi
1259628735,Лосьон после бритья Foammen для чувствительной кожи 100мл,732,1.7543859649122806,N/A,NIVEA,N/A,1050800010,412,RUB,https://goldapple.ru/1050800010-dlja-chuvstvitel-noj-kozhi,1.7543859649122806,N/A,NIVEA,N/A,1050800068,432,RUB,https://goldapple.ru/1050800068-zaschita-i-uhod,1.7543859649122806,N/A,NIVEA,N/A,1051400002,412,RUB,https://goldapple.ru/1051400002-ultra
1259628759,Бальзам после бритья Foammen для чувствительной кожи 100мл,732,1.7241379310344827,N/A,NIVEA,N/A,1050800010,412,RUB,https://goldapple.ru/1050800010-dlja-chuvstvitel-noj-kozhi,1.7241379310344827,N/A,Gillette,N/A,1490200015,302,RUB,https://goldapple.ru/1490200015-sensitive-skin,1.7241379310344827,N/A,NIVEA,N/A,1050800012,419,RUB,https://goldapple.ru/1050800012-dlja-chuvstvitel-noj-kozhi
1259628741,"Хайлайтер для лица BelorDesign Lumi Touch 1 Vanilla Dream 3,6г",398,3.225806451612903,N/A,Romanovamakeup,N/A,25253600001,3573,RUB,https://goldapple.ru/25253600001-sexy-powder-highlighter,3.225806451612903,N/A,7DAYS,N/A,19000118393,474,RUB,https://goldapple.ru/19000118393-winter-edition-loose-highlighter-powder,3.225806451612903,N/A,ARIVE MAKEUP,N/A,19000238069,630,RUB,https://goldapple.ru/19000238069-powder-bronzer-duo-cool-warm
1259629014,"Тканевая маска для лица Planeta Organica ""HYALURON THERAPY"", 30 г",119,3.076923076923077,N/A,Planeta Organica,5,19000166944,100,RUB,https://goldapple.ru/19000166944-oxygen-therapy,3.076923076923077,N/A,Planeta Organica,5,19000166943,100,RUB,https://goldapple.ru/19000166943-hyaluron-therapy,,,,,,,,
1259629116,"Комплексная зубная паста D.I.E.S. "" Medical Herbs "" 100мл",294,1.7543859649122806,N/A,Prim Perfect,N/A,19000094749,256,RUB,https://goldapple.ru/19000094749-herbal-toothpaste,1.7543859649122806,N/A,DKDent,N/A,19000134445,252,RUB,https://goldapple.ru/19000134445-7-natural-herb-extract-toothpaste,1.7543859649122806,N/A,Dental Clinic 2080,N/A,19000035285,288,RUB,https://goldapple.ru/19000035285-dental-clinic-2080-toothpaste-charcoal-and-mint
1259629168,Кассеты для бритья E-Xact 4 лезвия 4шт,1696,2.631578947368421,N/A,Gillette,N/A,1491900004,1496,RUB,https://goldapple.ru/1491900004-venus-swirl,2.631578947368421,N/A,DEONICA,N/A,40280400003,386,RUB,https://goldapple.ru/40280400003-for-men,2.631578947368421,N/A,Gillette,N/A,1491400047,1099,RUB,https://goldapple.ru/1491400047-venus-embrace
1259629253,Увлажняющий бальзам для волос Planeta Organica Pure для чувствительной кожи 400мл,359,2.4691358024691357,N/A,Planeta Organica,4,19000141659,194,RUB,https://goldapple.ru/19000141659-pure,2.4691358024691357,N/A,Planeta Organica,4.6,19000141660,194,RUB,https://goldapple.ru/19000141660-pure-uvlaznausij,2.4691358024691357,N/A,Planeta Organica,N/A,19760305566,342,RUB,https://goldapple.ru/19760305566-hair-super-food-moisturizing
1259629207,Мягкий бальзам для волос Planeta Organica Pure для ежедневного применения 400мл,359,2.5316455696202533,N/A,Planeta Organica,5,19000141628,186,RUB,https://goldapple.ru/19000141628-pure-magkij,2.5316455696202533,N/A,Planeta Organica,4.5,19000141629,186,RUB,https://goldapple.ru/19000141629-pure-uvlaznausij,,,,,,,,
1259629213,Жидкий воск-спрей для волос Valori Professional Ботокс-Эффект 200 мл,512,1.4705882352941175,N/A,Ollin Professional,N/A,19760324982,449,RUB,https://goldapple.ru/19760324982-care,1.4705882352941175,N/A,PROTOKERATIN,N/A,19000034790,1450,RUB,https://goldapple.ru/19000034790-brilliance-oil-spray,1.4705882352941175,N/A,Concept,N/A,19000027424,296,RUB,https://goldapple.ru/19000027424-spray-mask-17-in-1
1259629256,"Женский дезодорант - спрей Repute "" Rose Gold "" 150мл",384,0,N/A,Savonry,N/A,19760326690,413,RUB,https://goldapple.ru/19760326690-deo-fresh-rose-and-lime,0,N/A,Yves Rocher,N/A,19000259324,495,RUB,https://goldapple.ru/19000259324-antiperspirant-classic-48h-anti-transpirant-a-la-camomille,0,N/A,Zielinski & Rozen,N/A,19000152729,6360,RUB,https://goldapple.ru/19000152729-pink-pepper-elemi-cinnamon-leather
1259629270,"Женский дезодорант - антиперспирант Repute "" Chic "" 150мл",384,0,N/A,Repute,4,19000188570,202,RUB,https://goldapple.ru/19000188570-chic,,,,,,,,,,,,,,,,
1259629272,"Маска - патчи для области вокруг глаз Planeta Organica Pure "" увлажнение и Молодость "" 100мл",289,2.1739130434782608,N/A,Planeta Organica,4.5,97231200015,216,RUB,https://goldapple.ru/97231200015-pure,2.1739130434782608,N/A,Planeta Organica,2.2,19000141650,133,RUB,https://goldapple.ru/19000141650-pure-ul-trauvlaznausaa,2.1739130434782608,N/A,Planeta Organica,5,19000141648,118,RUB,https://goldapple.ru/19000141648-pure-24-casa-uvlaznenia
1259629367,Мягкий шампунь для волос Planeta Organica Pure для ежедневного применения 400мл,359,2.5316455696202533,N/A,Planeta Organica,4,19000141659,194,RUB,https://goldapple.ru/19000141659-pure,2.5316455696202533,N/A,Planeta Organica,4.6,19000141660,194,RUB,https://goldapple.ru/19000141660-pure-uvlaznausij,,,,,,,,
1259629478,"Крем - филлер для кожи вокруг глаз WEIS Hyaluron "" лифтинг "" 20мл",288,1.5384615384615385,N/A,LIBREDERM,N/A,89230800006,1066,RUB,https://goldapple.ru/89230800006-gialuronovyj-3d-filler,1.5384615384615385,N/A,ART & FACT,N/A,19000039320,596,RUB,https://goldapple.ru/19000039320-vitamin-c-4d-hyalur-acid2-urea-deep-hydration-of-the-skin-smoothing-of-wrinkles-lightening-of-pigmentation,1.5384615384615385,N/A,KORFF,N/A,19000105640,4764,RUB,https://goldapple.ru/19000105640-lifting-40-76-gel-face-cream
